schema,function_name,signature,security_mode,secure_search_path,current_public_execute,current_anon_execute,current_authenticated_execute,current_service_role_execute,current_postgres_execute,actual_callers,repository_evidence,database_dependency_evidence,internal_authorization,authorization_details,definer_justification,rls_bypass_risk,financial_or_privileged_side_effect,recommended_acl,risk_level,proposed_action,confidence,notes
game_finance,fn_wallet_withdraw,"game_finance.fn_wallet_withdraw(p_user uuid, p_amount numeric, p_currency text, p_desc text)",SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=false; auth=false; service=true; PUBLIC=true; DEFINER without explicit search_path
game_finance,set_wallets_updated_at,game_finance.set_wallets_updated_at(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
game_finance,trg_rooms_after_live,game_finance.trg_rooms_after_live(),SECURITY DEFINER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,high (DEFINER bypasses RLS by default),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=true; PUBLIC=true; DEFINER without explicit search_path
game_finance,trg_tickets_after_paid,game_finance.trg_tickets_after_paid(),SECURITY DEFINER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,high (DEFINER bypasses RLS by default),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=true; PUBLIC=true; DEFINER without explicit search_path
game_pool,activate_card_pool,game_pool.activate_card_pool(p_id uuid),SECURITY INVOKER,no,true,true,true,true,true,another database function; cron/postgres,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
game_pool,fn_retain_last_n_pools,game_pool.fn_retain_last_n_pools(p_keep integer),SECURITY INVOKER,no,true,true,true,true,true,another database function; cron/postgres,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
game_pool,fn_sync_card_numbers,game_pool.fn_sync_card_numbers(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
game_pool,generate_card_pool_housie,game_pool.generate_card_pool_housie(p_created_by uuid),SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
load_test,_pool_cards_for_room,"load_test._pool_cards_for_room(p_pool_id uuid, p_room_id uuid, p_room_seed bytea, p_room_type room_type, p_limit integer)",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,NOT_APPLICABLE,INVOKER SQL helper; relies on caller privileges/RLS,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=false; auth=false; service=false; PUBLIC=true
monitor,fn_rooms_settling_lag,monitor.fn_rooms_settling_lag(),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,NOT_APPLICABLE,INVOKER SQL helper; relies on caller privileges/RLS,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=false; auth=false; service=false; PUBLIC=true
public,can_read_user,public.can_read_user(target_user_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (explicit row_security off / role tricks),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,can_read_user_in_tournament,public.can_read_user_in_tournament(target_user_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (explicit row_security off / role tricks),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,debug_runtime_context,public.debug_runtime_context(p_room_id uuid),SECURITY DEFINER,yes,false,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),privileged,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,debug_ticket_counts,public.debug_ticket_counts(p_room_id uuid),SECURITY DEFINER,yes,false,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),privileged,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,distribute_ding_on_draw,public.distribute_ding_on_draw(),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_adjust_referral_wallet,"public.fn_adjust_referral_wallet(p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text)",SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid referenced; role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_adjust_wallet_manual,"public.fn_adjust_wallet_manual(p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text)",SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REVIEW_SECURITY_DEFINER,medium,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_admin_create_tournament,public.fn_admin_create_tournament(p_payload jsonb),SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,wrapper; strong checks in tournament.* callee,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_admin_delete_tournament,public.fn_admin_delete_tournament(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,wrapper; strong checks in tournament.* callee,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_admin_games_report,"public.fn_admin_games_report(p_from timestamp with time zone, p_to timestamp with time zone, p_limit integer, p_offset integer)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_admin_set_tournament_status,"public.fn_admin_set_tournament_status(p_tournament_id uuid, p_status tournament_status)",SECURITY DEFINER,no,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,wrapper; strong checks in tournament.* callee,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_admin_update_tournament,"public.fn_admin_update_tournament(p_tournament_id uuid, p_patch jsonb)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,wrapper; strong checks in tournament.* callee,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_aggregate_ding_for_processed_draw,public.fn_aggregate_ding_for_processed_draw(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_backfill_card_bitmask_definitions,public.fn_backfill_card_bitmask_definitions(),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_cancel_waiting_room,"public.fn_cancel_waiting_room(p_room uuid, p_by_admin boolean, p_user uuid)",SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_cancel_waiting_room,"public.fn_cancel_waiting_room(p_room uuid, p_by_admin boolean)",SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_cleanup_retention,public.fn_cleanup_retention(),SECURITY INVOKER,no,true,true,true,true,true,cron/postgres,none_found,cron:cron.cleanup_retention,NONE,service-role/cron assumed; no end-user authorization in body,NOT_APPLICABLE,low (INVOKER),no,postgres only,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_dashboard_admin_commission_summary,public.fn_dashboard_admin_commission_summary(),SECURITY DEFINER,yes,false,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,fn_dashboard_admin_commission_summary_range,"public.fn_dashboard_admin_commission_summary_range(p_from timestamp with time zone, p_to timestamp with time zone)",SECURITY DEFINER,yes,false,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,fn_dashboard_admin_tournament_guarantee_summary,public.fn_dashboard_admin_tournament_guarantee_summary(),SECURITY DEFINER,yes,false,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,STRONG,auth.uid + role/ownership checks observed in body,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,fn_dashboard_admin_tournament_guarantee_summary_range,"public.fn_dashboard_admin_tournament_guarantee_summary_range(p_from timestamp with time zone, p_to timestamp with time zone)",SECURITY DEFINER,yes,false,true,true,true,true,no active caller found,none_found,none_found,PARTIAL,auth.uid referenced; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,authenticated with mandatory internal role check,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,fn_dev_panel_dev_player_finance_summary,"public.fn_dev_panel_dev_player_finance_summary(p_period text, p_timezone text)",SECURITY DEFINER,yes,false,true,true,true,true,authenticated admin,app/lib/services; app/api|services|lib .rpc,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_NOT_JUSTIFIED,high (DEFINER + weak auth),privileged,authenticated with mandatory internal role check,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false
public,fn_ding_aggregate_dryrun_on_draw_processed,public.fn_ding_aggregate_dryrun_on_draw_processed(),SECURITY INVOKER,no,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,NOT_APPLICABLE,low (INVOKER),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_draw_schedule_jitter_ms,public.fn_draw_schedule_jitter_ms(p_room_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_evaluate_room_after_draw,"public.fn_evaluate_room_after_draw(p_room_id uuid, p_draw_number integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role; another database function,game-engine; game-engine .rpc,janitor_repair; rpc_apply_marks; batch workers,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_finish_room_and_settle,"public.fn_finish_room_and_settle(p_room uuid, p_admin_user uuid)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role; another database function,game-engine; game-engine .rpc,evaluate; janitor; soft payouts; finance wrappers,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_generate_card_pool,"public.fn_generate_card_pool(p_card_count integer, p_created_by uuid, p_prng_version text)",SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_generate_room_code,public.fn_generate_room_code(),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,NOT_APPLICABLE,INVOKER SQL helper; relies on caller privileges/RLS,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_heartbeat_log,public.fn_heartbeat_log(),SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_heartbeat_tick,public.fn_heartbeat_tick(),SECURITY INVOKER,no,false,false,false,true,true,migration/rollback only; Railway service_role,game-engine; game-engine .rpc,none_found,NOT_APPLICABLE,quarantined; service_role/postgres only ACL,NOT_APPLICABLE,low (INVOKER),no,postgres + service_role,LOW,KEEP_CURRENT_ACL,high,P1.7 quarantined; KEEP_CURRENT_ACL; direct grants: anon=false; auth=false; service=true; PUBLIC=false
public,fn_janitor_repair_unsettled_finished,public.fn_janitor_repair_unsettled_finished(p_limit integer),SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_join_or_create_room,"public.fn_join_or_create_room(p_template_id uuid, p_card_count integer, p_password text)",SECURITY DEFINER,no,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_join_or_create_room_base,"public.fn_join_or_create_room_base(p_template_id uuid, p_card_count integer, p_password text)",SECURITY DEFINER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_leaderboard_weekly,"public.fn_leaderboard_weekly(p_from timestamp with time zone, p_to timestamp with time zone)",SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_maintain_heartbeat_log_partitions,"public.fn_maintain_heartbeat_log_partitions(p_keep_days integer, p_future_days integer)",SECURITY INVOKER,no,true,true,true,true,true,cron/postgres,none_found,cron:cron.heartbeat_log_partitions,NONE,service-role/cron assumed; no end-user authorization in body,NOT_APPLICABLE,low (INVOKER),no,postgres only,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_my_active_rooms,public.fn_my_active_rooms(p_user_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_payout_room_if_full,public.fn_payout_room_if_full(p_room_id uuid),SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_pick_dev_room_schedules,public.fn_pick_dev_room_schedules(p_limit integer),SECURITY DEFINER,no,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_ping_presence,public.fn_ping_presence(),SECURITY DEFINER,no,false,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=false; DEFINER without explicit search_path
public,fn_player_game_stats,"public.fn_player_game_stats(p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone)",SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,PARTIAL,auth.uid referenced; raise/guard patterns,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_player_purchase_history,"public.fn_player_purchase_history(p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone)",SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,NOT_APPLICABLE,INVOKER SQL helper; relies on caller privileges/RLS,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_player_stats,"public.fn_player_stats(p_user_id uuid, p_date timestamp with time zone)",SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_process_draw_jobs_batch,public.fn_process_draw_jobs_batch(),SECURITY INVOKER,no,false,false,false,true,true,migration/rollback only,none_found,none_found,NOT_APPLICABLE,quarantined; service_role/postgres only ACL,NOT_APPLICABLE,low (INVOKER),no,postgres + service_role,LOW,KEEP_CURRENT_ACL,high,P1.7 quarantined; KEEP_CURRENT_ACL; direct grants: anon=false; auth=false; service=true; PUBLIC=false
public,fn_process_draw_jobs_batch_worker,"public.fn_process_draw_jobs_batch_worker(p_worker_id integer, p_total_workers integer)",SECURITY INVOKER,no,false,false,false,true,true,migration/rollback only,none_found,none_found,NOT_APPLICABLE,quarantined; service_role/postgres only ACL,NOT_APPLICABLE,low (INVOKER),no,postgres + service_role,LOW,KEEP_CURRENT_ACL,high,P1.7 quarantined; KEEP_CURRENT_ACL; direct grants: anon=false; auth=false; service=true; PUBLIC=false
public,fn_rooms_by_ids,"public.fn_rooms_by_ids(p_room_ids uuid[], p_template_ids uuid[])",SECURITY INVOKER,no,true,true,true,true,true,no active caller found,none_found,none_found,NOT_APPLICABLE,INVOKER SQL helper; relies on caller privileges/RLS,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_system_join_or_create_room,"public.fn_system_join_or_create_room(p_user_id uuid, p_template_id uuid, p_card_count integer, p_password text)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_tick_due_tournaments,"public.fn_tick_due_tournaments(p_limit integer, p_seed bigint, p_batch_tables integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_tick_tournament,"public.fn_tick_tournament(p_tournament_id uuid, p_seed bigint, p_batch_tables integer[])",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_tournament_entry_upsert,"public.fn_tournament_entry_upsert(p_tournament_id uuid, p_user_id uuid, p_qty integer, p_amount numeric, p_status tournament_entry_status)",SECURITY DEFINER,yes,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,MANUAL_REVIEW_REQUIRED,low,P1.8 candidate-unused (not removable); direct grants: anon=true; auth=true; service=true; PUBLIC=true
public,fn_tournament_wallet_capture,"public.fn_tournament_wallet_capture(p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text)",SECURITY DEFINER,no,true,true,true,true,true,no active caller found,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=true; auth=true; service=true; PUBLIC=true; DEFINER without explicit search_path
public,fn_tournament_wallet_hold,"public.fn_tournament_wallet_hold(p_tournament_id uuid, p_qty integer, p_currency text, p_entry_id uuid)",SECURITY DEFINER,yes,true,true,true,true,true,authenticated player,app/lib/services; app/api|services|lib .rpc,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,authenticated with mandatory internal role check,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=true; auth=true; service=true; PUBLIC=true
