schema,function_name,signature,owner,language,security_mode,execute_acl,primary_classification,repository_callers,database_callers,calls_functions,trigger_view_policy_dependency,cron_dependency,railway_usage,application_usage,tables_read,tables_written,financial_or_security_risk,duplicate_in_railway,confidence,evidence_notes,recommended_action
public,can_read_user_in_tournament,public.can_read_user_in_tournament(target_user_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),authz,no,medium,authz/registration,ACL_REVIEW
public,debug_runtime_context,public.debug_runtime_context(p_room_id uuid),postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,load-test scripts only,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,debug/test/monitor,INVESTIGATE
public,debug_ticket_counts,public.debug_ticket_counts(p_room_id uuid),postgres,sql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,load-test scripts only,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,debug/test/monitor,INVESTIGATE
public,distribute_ding_on_draw,public.distribute_ding_on_draw(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,low,finance-named; no direct .rpc found; possible shim,INVESTIGATE
public,fn_adjust_referral_wallet,"public.fn_adjust_referral_wallet(p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
public,fn_adjust_wallet_manual,"public.fn_adjust_wallet_manual(p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,low,finance-named; no direct .rpc found; possible shim,INVESTIGATE
public,fn_admin_create_tournament,public.fn_admin_create_tournament(p_payload jsonb),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_admin_delete_tournament,public.fn_admin_delete_tournament(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_admin_games_report,"public.fn_admin_games_report(p_from timestamp with time zone, p_to timestamp with time zone, p_limit integer, p_offset integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_admin_set_tournament_status,"public.fn_admin_set_tournament_status(p_tournament_id uuid, p_status tournament_status)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_admin_update_tournament,"public.fn_admin_update_tournament(p_tournament_id uuid, p_patch jsonb)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_aggregate_ding_for_processed_draw,public.fn_aggregate_ding_for_processed_draw(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),medium,no,high,trigger dependency,KEEP
public,fn_backfill_card_bitmask_definitions,public.fn_backfill_card_bitmask_definitions(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,low,helper; verify callers,INVESTIGATE
public,fn_cancel_waiting_room,"public.fn_cancel_waiting_room(p_room uuid, p_by_admin boolean, p_user uuid)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_cancel_waiting_room,"public.fn_cancel_waiting_room(p_room uuid, p_by_admin boolean)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_cleanup_retention,public.fn_cleanup_retention(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",C. KEEP_MAINTENANCE,none_found,,,,cron.cleanup_retention,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,active cron cron.cleanup_retention,KEEP
public,fn_dashboard_admin_commission_summary,public.fn_dashboard_admin_commission_summary(),postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_dashboard_admin_commission_summary_range,"public.fn_dashboard_admin_commission_summary_range(p_from timestamp with time zone, p_to timestamp with time zone)",postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_dashboard_admin_tournament_guarantee_summary,public.fn_dashboard_admin_tournament_guarantee_summary(),postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_dashboard_admin_tournament_guarantee_summary_range,"public.fn_dashboard_admin_tournament_guarantee_summary_range(p_from timestamp with time zone, p_to timestamp with time zone)",postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,low,insufficient evidence for CONFIRMED_UNUSED,ACL_REVIEW
public,fn_dev_panel_dev_player_finance_summary,"public.fn_dev_panel_dev_player_finance_summary(p_period text, p_timezone text)",postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_ding_aggregate_dryrun_on_draw_processed,public.fn_ding_aggregate_dryrun_on_draw_processed(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),medium,no,high,trigger dependency,KEEP
public,fn_draw_schedule_jitter_ms,public.fn_draw_schedule_jitter_ms(p_room_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,indirect SoR,indirect,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,room/join SoR helper,KEEP
public,fn_evaluate_room_after_draw,"public.fn_evaluate_room_after_draw(p_room_id uuid, p_draw_number integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,janitor_repair; rpc_apply_marks; batch workers,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,yes TS port/mirror,high,game-engine .rpc,KEEP
public,fn_finish_room_and_settle,"public.fn_finish_room_and_settle(p_room uuid, p_admin_user uuid)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,game-engine,evaluate; janitor; soft payouts; finance wrappers,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,game-engine .rpc,KEEP
public,fn_generate_card_pool,"public.fn_generate_card_pool(p_card_count integer, p_created_by uuid, p_prng_version text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_generate_room_code,public.fn_generate_room_code(),postgres,sql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_heartbeat_log,public.fn_heartbeat_log(),postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,low,insufficient evidence for CONFIRMED_UNUSED,ACL_REVIEW
public,fn_heartbeat_tick,public.fn_heartbeat_tick(),postgres,plpgsql,SECURITY INVOKER,"{postgres=X/postgres,service_role=X/postgres}",F. LEGACY_QUARANTINED,game-engine,,,,,hybrid-only dormant path,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),rollback retained,yes TS port,high,P1.7 ACL locked service_role/postgres only,KEEP_QUARANTINED
public,fn_janitor_repair_unsettled_finished,public.fn_janitor_repair_unsettled_finished(p_limit integer),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,game-engine .rpc,KEEP
public,fn_join_or_create_room,"public.fn_join_or_create_room(p_template_id uuid, p_card_count integer, p_password text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_join_or_create_room_base,"public.fn_join_or_create_room_base(p_template_id uuid, p_card_count integer, p_password text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,none_found,,,,,indirect SoR,indirect,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,room/join SoR helper,KEEP
public,fn_leaderboard_weekly,"public.fn_leaderboard_weekly(p_from timestamp with time zone, p_to timestamp with time zone)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_maintain_heartbeat_log_partitions,"public.fn_maintain_heartbeat_log_partitions(p_keep_days integer, p_future_days integer)",postgres,plpgsql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",C. KEEP_MAINTENANCE,none_found,,,,cron.heartbeat_log_partitions,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,active cron cron.heartbeat_log_partitions,KEEP
public,fn_my_active_rooms,public.fn_my_active_rooms(p_user_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_payout_room_if_full,public.fn_payout_room_if_full(p_room_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,low,finance-named; no direct .rpc found; possible shim,INVESTIGATE
public,fn_pick_dev_room_schedules,public.fn_pick_dev_room_schedules(p_limit integer),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,fn_ping_presence,public.fn_ping_presence(),postgres,sql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,fn_player_game_stats,"public.fn_player_game_stats(p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_player_purchase_history,"public.fn_player_purchase_history(p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone)",postgres,sql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_player_stats,"public.fn_player_stats(p_user_id uuid, p_date timestamp with time zone)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_process_draw_jobs_batch,public.fn_process_draw_jobs_batch(),postgres,plpgsql,SECURITY INVOKER,"{postgres=X/postgres,service_role=X/postgres}",F. LEGACY_QUARANTINED,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),rollback retained,no,high,P1.7 ACL locked service_role/postgres only,KEEP_QUARANTINED
public,fn_process_draw_jobs_batch_worker,"public.fn_process_draw_jobs_batch_worker(p_worker_id integer, p_total_workers integer)",postgres,plpgsql,SECURITY INVOKER,"{postgres=X/postgres,service_role=X/postgres}",F. LEGACY_QUARANTINED,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),rollback retained,yes TS port,high,P1.7 ACL locked service_role/postgres only,KEEP_QUARANTINED
public,fn_rooms_by_ids,"public.fn_rooms_by_ids(p_room_ids uuid[], p_template_ids uuid[])",postgres,sql,SECURITY INVOKER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_system_join_or_create_room,"public.fn_system_join_or_create_room(p_user_id uuid, p_template_id uuid, p_card_count integer, p_password text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,fn_tick_due_tournaments,"public.fn_tick_due_tournaments(p_limit integer, p_seed bigint, p_batch_tables integer)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,fn_tick_tournament,"public.fn_tick_tournament(p_tournament_id uuid, p_seed bigint, p_batch_tables integer[])",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,fn_tournament_entry_upsert,"public.fn_tournament_entry_upsert(p_tournament_id uuid, p_user_id uuid, p_qty integer, p_amount numeric, p_status tournament_entry_status)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",G. CANDIDATE_UNUSED_NEEDS_VALIDATION,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,low,insufficient evidence for CONFIRMED_UNUSED,ACL_REVIEW
public,fn_tournament_wallet_capture,"public.fn_tournament_wallet_capture(p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
public,fn_tournament_wallet_hold,"public.fn_tournament_wallet_hold(p_tournament_id uuid, p_qty integer, p_currency text, p_entry_id uuid)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_tournament_wallet_release,"public.fn_tournament_wallet_release(p_tournament_id uuid, p_currency text, p_entry_id uuid)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_try_mark_template_inactive_if_drained,public.fn_try_mark_template_inactive_if_drained(p_template_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,medium,product helper,KEEP
public,fn_wallet_apply_delta,"public.fn_wallet_apply_delta(p_user_id uuid, p_currency text, p_amount_delta numeric, p_transaction_type transaction_type, p_source_kind text, p_source_ref text, p_description text, p_meta jsonb, p_allow_negative boolean)",postgres,sql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,game-engine;app/lib/services,,,,,yes,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,game-engine .rpc,KEEP
public,fn_wallet_transfer_panel,"public.fn_wallet_transfer_panel(p_target_id uuid, p_amount bigint, p_action text, p_description text, p_meta jsonb)",postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_wallet_transfer_panel,"public.fn_wallet_transfer_panel(p_target_id uuid, p_currency text, p_amount bigint, p_direction text, p_description text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,high,app/lib/services .rpc,KEEP
public,fn_wallet_transfer_panel_bulk,"public.fn_wallet_transfer_panel_bulk(p_target_ids uuid[], p_currency text, p_amount bigint, p_direction text, p_description text)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
public,get_daily_leaders,public.get_daily_leaders(limit_count integer),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,get_daily_leaders_by_date,"public.get_daily_leaders_by_date(target_date date, limit_count integer)",postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,get_total_balances_by_role,public.get_total_balances_by_role(),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),high,no,medium,finance domain,ACL_REVIEW
public,get_weekly_leaders,public.get_weekly_leaders(limit_count integer),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",B. KEEP_APPLICATION_RPC,app/lib/services,,,,,no,yes,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,app/lib/services .rpc,KEEP
public,handle_new_user,public.handle_new_user(),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",E. KEEP_DATABASE_INFRASTRUCTURE,none_found,,,trigger,,no,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,trigger dependency,KEEP
public,is_admin_active,public.is_admin_active(),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),authz,no,medium,authz/registration,ACL_REVIEW
public,is_tournament_participant,public.is_tournament_participant(p_tournament_id uuid),postgres,plpgsql,SECURITY DEFINER,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",D. KEEP_FINANCE_OR_SECURITY_CRITICAL,none_found,,,,,no,likely,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),authz,no,medium,authz/registration,ACL_REVIEW
public,load_test_cleanup,public.load_test_cleanup(p_tag text),postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
public,load_test_seed_playing_rooms,"public.load_test_seed_playing_rooms(p_room_count integer, p_tickets_per_room integer, p_draw_interval_sec integer, p_tag text)",postgres,plpgsql,SECURITY DEFINER,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",A. KEEP_RAILWAY_TRANSACTION_PRIMITIVE,game-engine,,,,,yes,no,(see definition; not fully parsed this pass),(see definition; not fully parsed this pass),no,no,high,game-engine .rpc,KEEP
