Schema,Function,Signature,Category,SECURITY DEFINER,Current ACL,Browser,API,Server Action,Railway,Cron,Trigger,SQL,Authorization,Batch1 Candidate,Confidence
public,get_daily_leaders,limit_count integer,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,MEDIUM
public,get_daily_leaders_by_date,"target_date date, limit_count integer",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,MEDIUM
public,get_total_balances_by_role,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,LOW
public,get_weekly_leaders,limit_count integer,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,MEDIUM
public,handle_new_user,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,is_admin_active,,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,HIGH
public,is_tournament_participant,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,HIGH
public,load_test_cleanup,p_tag text,SERVER_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,load_test_seed_playing_rooms,"p_room_count integer, p_tickets_per_room integer, p_draw_interval_sec integer, p_tag text",SERVER_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,make_short_id_from_uuid,p_id uuid,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,rpc_backfill_missed_engine_ding,p_room_id uuid,UNSAFE_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,NO,NONE,NO,MEDIUM
public,rpc_register_player,"p_username text, p_referral_code text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,MEDIUM
public,rpc_requeue_failed_draw_jobs,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,set_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,set_user_profiles_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,test_active_cards_bypass_rls,p_room_id uuid,UNSAFE_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,test_constraint_resolution,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,trg_debug_rooms_status,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,trg_rooms_status_template_draining,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,trg_sync_room_winners_from_results,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_admin_permissions_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_dev_player_configs_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_dev_player_join_preset_template_limits_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_dev_player_join_presets_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_dev_player_settings_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_dev_player_template_room_limits_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_ding_balance,"p_user_id uuid, p_amount numeric",UNSAFE_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_entry_banners_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,update_user_notes_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
tournament,_assert_registration_open,p_tournament_id uuid,SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,WEAK,NO,MEDIUM
tournament,_assert_status,"p_tournament_id uuid, p_allowed tournament_status[]",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,WEAK,NO,MEDIUM
tournament,_assert_tournament_exists,p_tournament_id uuid,SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,WEAK,NO,MEDIUM
tournament,buy_tickets,"p_tournament_id uuid, p_delta integer",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,cancel_registration,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,capture_entry_locks,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,close_registration,p_tournament_id uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_admin_create_tournament,p_payload jsonb,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,MEDIUM
tournament,fn_admin_delete_tournament,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,MEDIUM
tournament,fn_admin_refund_cancelled_tournament,p_tournament_id uuid,CLIENT_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,fn_admin_set_tournament_status,"p_tournament_id uuid, p_status tournament_status",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,MEDIUM
tournament,fn_admin_update_tournament,"p_tournament_id uuid, p_patch jsonb",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,MEDIUM
tournament,fn_assign_templates_for_round,"p_tournament_id uuid, p_round_no integer, p_batch_tables integer[]",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_burn_ding_locks,p_tournament_id uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_calc_commission,"p_tournament_id uuid, p_user_id uuid, p_gross numeric",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_capture_entry_locks,p_tournament_id uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_commission_payout,"p_tournament_id uuid, p_entry_id uuid",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_commission_snapshot,"p_tournament_id uuid, p_entry_id uuid",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_commission_snapshot_entry,"p_tournament_id uuid, p_entry_id uuid",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_create_or_get_table_template,"p_tournament_id uuid, p_round_no integer, p_table_no integer",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_create_rooms_for_round,"p_tournament_id uuid, p_round_no integer, p_force_pool_id uuid",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_join_table,"p_tournament_id uuid, p_round_no integer, p_table_no integer, p_user_id uuid, p_card_count integer",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_manage_tournament_cycle,"p_tournament_id uuid, p_seed bigint",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_payout_tournament,p_tournament_id uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_pick_admin_user,p_admin_user uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_seat_players_for_round,"p_tournament_id uuid, p_round_no integer, p_batch_tables integer",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,MEDIUM
tournament,fn_seat_table_players,"p_tournament_id uuid, p_round_no integer, p_table_no integer",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_settle_commission_payouts,p_tournament_id uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_tick_due_tournaments,"p_limit integer, p_seed bigint, p_batch_tables integer",SERVER_RPC,YES,NULL,NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
tournament,fn_tick_tournament,"p_tournament_id uuid, p_seed bigint, p_batch_tables integer[]",SERVER_RPC,YES,NULL,NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
tournament,fn_tick_tournament_batch,"p_tournament_id uuid, p_seed text, p_batch_tables integer[]",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
tournament,fn_wallet_capture_join,"p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text",SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,MEDIUM
tournament,get_my_registration,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,MEDIUM
tournament,open_registration,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,release_entry_locks,p_tournament_id uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,WEAK,NO,MEDIUM
tournament,sync_my_entry_lock,p_tournament_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
tournament,trg_guard_tournament_entry_mutations,,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
tournament,trg_on_entry_cancel_cleanup,,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
tournament,trg_te_commission_snapshot,,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
tournament,trg_tournament_entries_snapshot_bd,,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
